job_id,change_status,last_changed_at,update_count,title,company,recommendation,is_active,version_no,reason,apply_url,canonical_url,diff_json
J7913C83BF75E3E,NEW,2026-09-07T19:23:48+00:00,0,Healthcare Authorization Specialist,"Daley And Associates, LLC",SKIP_HARD_GATE,1,1,new,https://www.linkedin.com/jobs/view/4458761345/,https://www.linkedin.com/jobs/view/4458761345/,"{""type"": ""new""}"
JA315E600755F41,NEW,2026-09-07T19:23:45+00:00,0,"Hospital - CDI Specialist, Associate",UT Health San Antonio,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4461188934/,https://www.linkedin.com/jobs/view/4461188934/,"{""type"": ""new""}"
JEDC90AC30237B5,NEW,2026-09-07T19:23:43+00:00,0,Remote Inpatient Medicare Medical Director,Centene Corporation,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4454800985/,https://www.linkedin.com/jobs/view/4454800985/,"{""type"": ""new""}"
J1A2A015163D58F,NEW,2026-09-07T19:23:38+00:00,0,"Sr. Vascular Clinical Specialist - Cleveland, OH",Medtronic,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4457658994/,https://www.linkedin.com/jobs/view/4457658994/,"{""type"": ""new""}"
J06812BA6BF2B21,NEW,2026-09-07T19:23:35+00:00,0,Health Informatics Analyst,Alignerr,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4464085492/,https://www.linkedin.com/jobs/view/4464085492/,"{""type"": ""new""}"
J5CC7FF6563AED6,NEW,2026-09-07T19:23:20+00:00,0,Medical Director - Inpatient Review,Humana,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4451713896/,https://www.linkedin.com/jobs/view/4451713896/,"{""type"": ""new""}"
J556F4A96A80728,NEW,2026-09-07T19:23:16+00:00,0,"Remote Medical Director, Inpatient Medicare",Centene Corporation,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4454595957/,https://www.linkedin.com/jobs/view/4454595957/,"{""type"": ""new""}"
J5F77407F035A94,NEW,2026-09-07T19:23:13+00:00,0,Medical Director (WA),Molina Healthcare,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4463781716/,https://www.linkedin.com/jobs/view/4463781716/,"{""type"": ""new""}"
J5A1A6A7531966C,NEW,2026-09-07T19:23:09+00:00,0,Hospital Health Data Governance Lead,Alignerr,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4464077475/,https://www.linkedin.com/jobs/view/4464077475/,"{""type"": ""new""}"
J0017F6615539CB,NEW,2026-09-07T19:23:06+00:00,0,"Principal Clinical Specialist, Coronary Renal Denervation - Dallas, TX",Medtronic,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4460572204/,https://www.linkedin.com/jobs/view/4460572204/,"{""type"": ""new""}"
J24741BC4573AA9,NEW,2026-09-07T19:23:03+00:00,0,"Clinical Specialist, Interventional Solutions - Honolulu, HI",Boston Scientific,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4462727051/,https://www.linkedin.com/jobs/view/4462727051/,"{""type"": ""new""}"
J6BC6195C73CEC6,NEW,2026-09-07T19:23:01+00:00,0,Senior Medical Director,Warman O'Brien,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4462213111/,https://www.linkedin.com/jobs/view/4462213111/,"{""type"": ""new""}"
J57CDD059D22C1A,NEW,2026-09-07T19:22:52+00:00,0,"Senior Manager, Commercial Services – Diagnostics",Resmed,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4440866187/,https://www.linkedin.com/jobs/view/4440866187/,"{""type"": ""new""}"
J69ADD84D0C4B68,NEW,2026-09-07T19:22:48+00:00,0,Medical Case Manager I,CorVel Corporation,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4456355577/,https://www.linkedin.com/jobs/view/4456355577/,"{""type"": ""new""}"
JF995A6CA97B9CE,NEW,2026-09-07T19:22:46+00:00,0,"Manager, MN Physician Compensation",Cedars-Sinai,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4425350488/,https://www.linkedin.com/jobs/view/4425350488/,"{""type"": ""new""}"
JA4547B403648A1,NEW,2026-09-07T19:22:43+00:00,0,"Vascular Therapy Development Specialist - San Antonio, TX",Medtronic,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4460397819/,https://www.linkedin.com/jobs/view/4460397819/,"{""type"": ""new""}"
JD876800D752833,NEW,2026-09-07T19:22:40+00:00,0,Senior Medical Affairs Director - Cardiology,Warman O'Brien,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4462209725/,https://www.linkedin.com/jobs/view/4462209725/,"{""type"": ""new""}"
J5F2BFD69CDA159,NEW,2026-09-07T19:22:37+00:00,0,"Associate Chief Medical Officer, Fresenius Kidney Care",Fresenius Medical Care,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4455245512/,https://www.linkedin.com/jobs/view/4455245512/,"{""type"": ""new""}"
J300F50E163D6E7,NEW,2026-09-07T19:10:16+00:00,0,Senior Surgical Onsite Specialist - Lung Health (Dallas),Medtronic,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4452630296/,https://www.linkedin.com/jobs/view/4452630296/,"{""type"": ""new""}"
JC2D696F094AD9D,NEW,2026-09-07T19:10:13+00:00,0,Patient Access Specialist,Syneos Health Commercial Solutions,REVIEW_EMPLOYMENT,1,1,new,https://www.linkedin.com/jobs/view/4451499761/,https://www.linkedin.com/jobs/view/4451499761/,"{""type"": ""new""}"
J96A805588CF7F2,NEW,2026-09-07T19:10:08+00:00,0,Principal Consultant - Health Information Management,Oracle,REVIEW_EMPLOYMENT,1,1,new,https://www.linkedin.com/jobs/view/4413603288/,https://www.linkedin.com/jobs/view/4413603288/,"{""type"": ""new""}"
J99517CF648EEB3,UPDATED,2026-09-07T19:10:04+00:00,1,Intake Specialist,Float Health Brasil,VERIFY_SOURCE,1,2,updated,https://www.linkedin.com/jobs/view/4462620620/,https://www.linkedin.com/jobs/view/4462620620/,"{""description"": {""old_chars"": 0, ""new_chars"": 6769, ""added"": [""About Float Float is the full-stack platform for Specialty Pharma home infusion."", ""We're on a mission to make healthcare safer, easier, and more efficient by connecting SuperNurses to home medication visits - moving all care that doesn't need a hospital to the home."", ""Float connects nurses with patients so they can get treatments for their chronic conditions in the home rather than going into the overcrowded hospital."", ""Our model benefits all stakeholders - patients get more convenient care, nurses access flexible work for better pay, pharmacies fill more prescriptions, hospitals reduce low-reimbursement admissions, and payors enjoy 12x reduced costs with home-delivered care."", ""Over the last 5 years, we've successfully demonstrated multi-state expansion, validated strong unit economics, and boast remarkable retention of patients, nurses, and pharmacies."", ""We've facilitated over 100,000 patient visits with 1,100 nurses and are scaling our platform, team, and operations to serve more geographies and patients."", ""Float Health is currently recruiting nurses and serving patients in California, Nevada, Arizona, Texas, Washington, Michigan, Indiana, Georgia, and Ohio with several new states on the horizon."", ""The Role As an Intake Specialist, you'll play a key role in our operations and customer success by managing new patient referrals and coordinating timely start-of-care visits."", ""These visits are typically more urgent than routine healthcare appointments, so your ability to act quickly, communicate clearly, and manage details with precision will directly impact patient outcomes and satisfaction."", ""You'll serve as a liaison between specialty pharmacies, nurses, and patients—leveraging technology platforms to ensure smooth coordination, timely staffing, and successful care delivery."", ""This is an externally facing role that requires excellent organizational skills, strong attention to detail, and a proactive, solution-oriented mindset."", ""Customer service is central to this position."", ""As the first point of contact for patients, pharmacies, and nurses, you'll represent Float Health with empathy, professionalism, and efficiency."", ""Your ability to resolve issues quickly and accurately will help build trust and drive a seamless experience for all stakeholders."", ""You'll contribute to achieving company goals by making staffing decisions aligned with operational and financial objectives."", ""You'll need to be flexible and adaptable as priorities shift."", ""We're looking for someone who is highly engaged and eager to identify opportunities to improve our workflows, technology, and overall user experience."", ""Who You Are You're flexible and have a learner mindset: we're a start up, we move fast and are constantly improving."", ""You thrive in urgency: our patients are sometimes discharged directly from the hospital to home visits on short notice, you are a key part of their care delivery."", ""You're team-oriented: in a remote role, strong teammate connections are more important than ever.""], ""removed"": []}}"
J3C817B128C5E3B,NEW,2026-09-07T19:09:55+00:00,0,Clinical Applications Specialist Women's Health (West Coast),GE HealthCare,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4463106173/,https://www.linkedin.com/jobs/view/4463106173/,"{""type"": ""new""}"
J75C69C5F07140C,NEW,2026-09-07T19:09:52+00:00,0,Staff Consultant - Health Information Management,Oracle,REVIEW_EMPLOYMENT,1,1,new,https://www.linkedin.com/jobs/view/4450828814/,https://www.linkedin.com/jobs/view/4450828814/,"{""type"": ""new""}"
J2BA4E58CC18E11,NEW,2026-09-07T19:09:50+00:00,0,"HIM Protected Health Info Specialist, Remote, Health Information Management, FT, 08:30A-5P",Baptist Health,REVIEW_EMPLOYMENT,1,1,new,https://www.linkedin.com/jobs/view/4463650042/,https://www.linkedin.com/jobs/view/4463650042/,"{""type"": ""new""}"
J1089BD11FEFDFE,NEW,2026-09-07T19:09:48+00:00,0,Intake Operations Support Specialist,Optum,VERIFY_SOURCE,1,1,new,https://www.linkedin.com/jobs/view/4463659089/,https://www.linkedin.com/jobs/view/4463659089/,"{""type"": ""new""}"
J26A304CB8AFE4E,NEW,2026-09-07T19:09:46+00:00,0,Quality Specialist - Patient Access-28718,Rush University Medical Center,VERIFY_SOURCE,1,1,new,https://www.linkedin.com/jobs/view/4454582434/,https://www.linkedin.com/jobs/view/4454582434/,"{""type"": ""new""}"
JD057541ACD0DA9,NEW,2026-09-07T19:09:43+00:00,0,Intake Specialist,Float Health Brasil,VERIFY_SOURCE,1,1,new,https://www.linkedin.com/jobs/view/4462615680/,https://www.linkedin.com/jobs/view/4462615680/,"{""type"": ""new""}"
JC9E4E149C8C958,NEW,2026-09-07T19:09:40+00:00,0,"Prin Health E​conomics, Policy and Reimbursement Generalist",Medtronic,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4456330047/,https://www.linkedin.com/jobs/view/4456330047/,"{""type"": ""new""}"
J47D376528F13C8,NEW,2026-09-07T19:09:31+00:00,0,"HIM Health Record Associate, Remote, Health Information Management, FT, 08:30A-5P",Baptist Health,REVIEW_EMPLOYMENT,1,1,new,https://www.linkedin.com/jobs/view/4463650040/,https://www.linkedin.com/jobs/view/4463650040/,"{""type"": ""new""}"
JF7E40A14BDFB7D,UPDATED,2026-09-07T19:09:28+00:00,1,"Sr. Ultrasound Clinical Account Specialist, Cardiac Sonographer (Omaha, NE) – Johnson and Johnson MedTech, Structural Heart",Johnson & Johnson,OUT_OF_SCOPE,1,2,updated,https://www.linkedin.com/jobs/view/4461402634/,https://www.linkedin.com/jobs/view/4461402634/,"{""travel_percent"": {""old"": null, ""new"": 40.0}, ""description"": {""old_chars"": 0, ""new_chars"": 10980, ""added"": [""At Johnson & Johnson, we believe health is everything."", ""Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal."", ""Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity."", ""Learn more at jnj.com."", ""As guided by Our Credo, Johnson & Johnson is responsible to our employees who work with us throughout the world."", ""We provide an inclusive work environment where each person is considered as an individual."", ""At Johnson & Johnson, we respect the diversity and dignity of our employees and recognize their merit."", ""Job Function MedTech Sales Job Sub Function Technical Sales - MedTech (Commission) Job Category Professional All Job Posting Locations: Des Moines, Iowa, United States, Lincoln, Nebraska, United States, Omaha, Nebraska, United States, St."", ""Louis, Missouri, United States Job Description We are searching for the best talent for Sr."", ""Ultrasound Clinical Account Specialist to support clients and patients in the Omaha, NE territory which includes Lincoln, NE; Des Moines, IA and St."", ""Louis, MO."", ""Johnson & Johnson, we believe health is everything."", ""Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal."", ""Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow and profoundly impact health for humanity."", ""Learn more at https://www.jnj.com/."", ""Fueled by innovation at the intersection of biology and technology, we’re developing the next generation of smarter, less invasive, more personalized treatments."", ""Are you passionate about improving and expanding the possibilities of Cardiovascular?"", ""Ready to join a team that’s reimagining how we heal?"", ""Our Cardiovascular team develops leading solutions for heart recovery, electrophysiology, and stroke."", ""You will join a proud heritage of continually elevating standards of care for stroke, heart failure and atrial fibrillation (AFib) patients.""], ""removed"": []}}"
J8B6D34191B87A5,UPDATED,2026-09-07T19:09:25+00:00,1,Care Connector,AmeriHealth Caritas,REVIEW_EMPLOYMENT,1,2,updated,https://www.linkedin.com/jobs/view/4462340113/,https://www.linkedin.com/jobs/view/4462340113/,"{""remote_status"": {""old"": ""unknown"", ""new"": ""remote""}, ""description"": {""old_chars"": 0, ""new_chars"": 3195, ""added"": [""For roles that are 100% remote or hybrid, you must have access to a reliable high-speed internet connection to support daily job responsibilities."", ""A minimum bandwidth of 50 Mbps download and 5 Mbps upload is required."", ""Those fully remote associates residing in states where service is required by contract, law, or regulation will be allowed to submit for reimbursement."", ""Your career starts now."", ""We are looking for the next generation of healthcare leaders."", ""At AmeriHealth Caritas, we are passionate about helping people get care, stay well, and build healthy communities."", ""As one of the nation's leaders in healthcare solutions, we offer our associates the opportunity to impact the lives of millions of people through our national footprint of products, services, and award-winning programs."", ""AmeriHealth Caritas is seeking talented, passionate individuals to join our team."", ""Together, we can build healthier communities."", ""If you want to make a difference, we would like to connect with you."", ""Headquartered in Newtown Square, Pennsylvania, AmeriHealth Caritas is a mission-driven organization with more than 30 years of experience."", ""We deliver comprehensive, outcomes-driven care to those who need it most."", ""We offer integrated managed care products, pharmaceutical benefit management and specialty pharmacy services, behavioral health services, and other administrative services."", ""Discover more about us at www.amerihealthcaritas.com Role Overview The Care Connector supports the daily operations of integrated care management program interventions."", ""The Care Connector performs in a contact center environment, effectively processing calls from Members, Providers and other areas, internal and external to the company."", ""The incumbent identifies members with Care Gaps/HEDIS-related health conditions and assists them in accessing care through Plan benefits and community resources."", ""Under the direction of Clinical staff, the Care Connector will provide Members with educational materials and carry out strategies to increase healthcare adherence and reduce barriers to care."", ""Education and Experience: High School Diploma or equivalent required."", ""Minimum two (2) years of current/recent work experience in a customer service environment."", ""Member service or customer service telephone experience desired, preferably within a managed care organization.""], ""removed"": []}}"
J8C5E08AE05082A,UPDATED,2026-09-07T19:09:21+00:00,1,Associate Clinical Implementation Specialist (Remote),Stryker,REVIEW_EMPLOYMENT,1,2,updated,https://www.linkedin.com/jobs/view/4462381045/,https://www.linkedin.com/jobs/view/4462381045/,"{""remote_status"": {""old"": ""unknown"", ""new"": ""remote""}, ""travel_percent"": {""old"": null, ""new"": 80.0}, ""description"": {""old_chars"": 0, ""new_chars"": 4672, ""added"": [""The position is remote, but the candidate will need to be located in the Eastern Time Zone to support business needs."", ""The Associate Implementation Specialist will be responsible for assisting in the training and implementation of products within Surgical Technologies' digital portfolio."", ""Additionally, they will serve as the clinical product expert responsible for developing greater customer depth in both product and clinical understanding."", ""This role will also assist, when needed, our marketing partners to support trade shows."", ""What you will do: Provide product demonstration and clinical education to new or upgrade customers Support nurses, surgical technicians, and surgeons with case coverage during go-live Demonstrate solid understanding of ST’s digital product portfolio to apply product and clinical knowledge to troubleshoot and problem-solve."", ""Understand the various reasons (variables) why customers buy the product or service Ability to connect with new people every week, moving from customer to customer Availability to support customer trials or product demonstrations Support internal marketing partners with trade shows, education collateral, etc."", ""Understand society (AORN and ACOG) best practices in relation to sponge counting and quantitative blood loss Knows our competitors' strengths/weaknesses Describes the offerings of ST's additional product line and their primary features."", ""Identifies critical customer needs and preferences."", ""Provides Customer Success Manager and Sales Rep with a recap and feedback of the training and go-live Provides customer feedback to marketing leadership Travel 80% of the time Brand Stewardship Understands what a core competence is; knows the core competencies of the company as specified by the board."", ""Understands the meaning of a core competence, of a strategic asset, and how they connect to customer perceptions of the brand."", ""Understands the meaning of a product or portfolio, approaches to brand structure, and their strategic implications."", ""Sales Training Available to support sales training initiatives and programs throughout the year."", ""Supports the on-label use and promotion of all products."", ""Pricing Understands different contract offerings and how that impacts the customer (Subscription, PPA, Cash) Communication Strategy Understands the various types of communications objectives and channels."", ""Identifies the various types and formats of communication that are commonly used outside of the organization."", ""Marketing Channel Understands the different channel strategies and associated business implications."", ""Customer Satisfaction Understands and educates sales on the customer complaint process."", ""Tracks existing KPIs and reports back to the organization."", ""Understands customer satisfaction inputs."", ""Shares basic customer satisfaction input trends with the sales force.""], ""removed"": []}}"
J70C891625C2386,UPDATED,2026-09-07T19:09:17+00:00,1,Therapy Development Specialist - (Pacific Northwest),"Penumbra, Inc.",OUT_OF_SCOPE,1,2,updated,https://www.linkedin.com/jobs/view/4453799065/,https://www.linkedin.com/jobs/view/4453799065/,"{""travel_percent"": {""old"": null, ""new"": 80.0}, ""description"": {""old_chars"": 0, ""new_chars"": 8469, ""added"": [""The Therapy Development Specialist (TDS) will drive downstream execution for U.S."", ""marketing and Venus Thromboembolism Education (VTE) initiatives within a target region."", ""This role will be a key member of the downstream marketing and customer engagement team partnering with sales management and the sales force to connect marketing initiatives to physician customers across the care path."", ""The Therapy Development Specialist must be able to create large cross-functional coalitions, both internally and externally and will have significant interaction with the field-based sales force and sales leadership teams."", ""They must be able to efficiently manage a large (multi-state) geography to drive VTE education programs and identify and develop resources."", ""Consistent follow through to ensure that programs are impactful to physician customers, local/regional societies, and the local sales teams will be key."", ""Specific Duties And Responsibilities Act as a regional VTE care path expert, driving improved care path knowledge across the regional teams you support while supporting a broad coalition of customers."", ""These may include treating and managing physicians, administration, staff, and other personnel to drive VTE program optimization by acting as a liaison between PEN and all key stakeholders."", ""Must be able to prioritize key account work across multiple regions."", ""Develop and execute education and clinical care path strategies, drive (or support) clinical program development plans through innovative field education programs."", ""Manage account education initiatives throughout the project lifecycle and effectively communicate with regional sales team throughout."", ""Identify and develop care path KOL’s and educational program opportunities to utilize."", ""Identify, organize, and execute local/regional care path tradeshows & conferences and other meetings to optimize product and therapy awareness regionally."", ""Represent marketing as key point of contact within a defined Sales region."", ""* Work closely with field sales leaders, sales, and clinical teams."", ""Be the regional expert in clinical data related to thrombectomy and stay current with product and therapy data and Penumbra collateral to incorporate into messaging for raising therapy awareness."", ""Assist with local PR initiatives related to the launch of products working with hospital marketing, Penumbra product marketing, and Penumbra communications team to drive therapy awareness in local market."", ""Drive understanding of patient & clinician insights within the therapy, including patient and care path physician behavior."", ""Establish and foster relationships with key customers and key opinion leaders within assigned region to enable podium representation of Penumbra products and to ensure that launches and programs are relevant to drive understanding and adoption of related products."", ""Assist in anticipating and responding to the needs of customers.""], ""removed"": []}}"
JFCB5891F472117,UPDATED,2026-09-07T19:09:15+00:00,1,"Clinical Specialist, CST - Portland, OR",Medtronic,OUT_OF_SCOPE,1,2,updated,https://www.linkedin.com/jobs/view/4457663953/,https://www.linkedin.com/jobs/view/4457663953/,"{""description"": {""old_chars"": 0, ""new_chars"": 14110, ""added"": [""We anticipate the application window for this opening will close on - 12 Sep 2026 Careers that change lives start here."", ""Medtronic is a global leader in healthcare technology with a Mission to alleviate pain, restore health, and extend life."", ""Our 95,000 employees work across more than 150 countries to put patients first — developing innovative medical technologies that improve the lives of 72+ million patients each year."", ""Your unique talents will help shape the future of healthcare while building a career grounded in purpose, growth, and impact."", ""A Day in the Life We are seeking a committed professional to join our team, required to reside within the territory and drive to multiple accounts throughout the region."", ""A valid driver's license is essential for this role, which also involves travel outside the territory, presenting opportunities for broader engagement."", ""As one of three comprehensive portfolios at Medtronic, Neuroscience is dedicated to improving the lives of people living with neurological disorders, spine conditions, and chronic pain."", ""Guided by our Mission—to alleviate pain, restore health, and extend life—we develop technologies and therapies that help people regain function, reduce pain, and return to the activities that matter most."", ""Our Cranial & Spinal Technologies (CST) operating unit advances surgical care for spine and cranial conditions through an integrated ecosystem of implants, navigation, robotics, imaging, and planning tools."", ""Platforms like AiBLE enhance precision, efficiency, and outcomes for complex procedures worldwide."", ""Check us out on LinkedIn: Medtronic CST At Medtronic, the Clinical Specialist, Enabling Technologies provides clinical, technical and product knowledge support to existing and potential customers."", ""Builds and maintains solid customer relationships and provides customer training at all levels."", ""Is responsible for key customer reports as required to support Medtronic Neurosurgery/Navigation/Robotic Assisted Surgery products and services."", ""Must perform all duties within the Quality System and BCS requirements."", ""This is a field-based role."", ""Responsibilities may include the following and other duties may be assigned: Coordinate, support, and collaborate with NRCs and other Surgical Synergy team members for on-site installations with our customers Represents Medtronic during technology-enabled procedures to provide technical assistance."", ""Maintain system hardware and software to maximize system performance."", ""Installs software and hardware upgrades."", ""Performs system preventative maintenance."", ""Provides telephone clinical support to customers.""], ""removed"": []}}"
J97F8C85FB1A7B3,NEW,2026-09-07T19:07:26+00:00,0,Senior Knowledge Leader - Cerner Patient Accounting,Oracle,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4414038983/,https://www.linkedin.com/jobs/view/4414038983/,"{""type"": ""new""}"
J1C32FBEB3B448B,NEW,2026-09-07T19:07:08+00:00,0,Endoscopy Clinical Specialist (Kansas City),Medtronic,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4460351269/,https://www.linkedin.com/jobs/view/4460351269/,"{""type"": ""new""}"
J1EB2486A87D627,NEW,2026-09-07T19:07:04+00:00,0,"Senior Clinical Specialist, Interventional Solutions - South Houston, TX",Boston Scientific,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4462733023/,https://www.linkedin.com/jobs/view/4462733023/,"{""type"": ""new""}"
JA97698CB62E497,NEW,2026-09-07T19:07:01+00:00,0,Senior Consultant – Oracle Health (VA Critical Support Solutions Team),Oracle,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4385752698/,https://www.linkedin.com/jobs/view/4385752698/,"{""type"": ""new""}"
J9CF8AF16279217,NEW,2026-09-07T19:06:58+00:00,0,Admissions Services Specialist Acute,Acadia Healthcare,SKIP_HARD_GATE,1,1,new,https://www.linkedin.com/jobs/view/4384741222/,https://www.linkedin.com/jobs/view/4384741222/,"{""type"": ""new""}"
J540F179935A142,NEW,2026-09-07T19:06:55+00:00,0,Risk Adjustment Documentation & Coding Educator (CRC Required),Privia Health,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4434782034/,https://www.linkedin.com/jobs/view/4434782034/,"{""type"": ""new""}"
J4756F10D7F594A,NEW,2026-09-07T19:06:53+00:00,0,Technical Specialist - Active Medical Devices,BSI,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4427228464/,https://www.linkedin.com/jobs/view/4427228464/,"{""type"": ""new""}"
J86242DEFC27BAC,NEW,2026-09-07T19:06:51+00:00,0,Health Insurance- Financial Clearance Associate II,Johns Hopkins Medicine,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4462250061/,https://www.linkedin.com/jobs/view/4462250061/,"{""type"": ""new""}"
J9A20F44B52078D,NEW,2026-09-07T18:58:08+00:00,0,Senior Clinical Study Manager,Leica Biosystems,OUT_OF_SCOPE,1,1,new,https://www.linkedin.com/jobs/view/4441555465/,https://www.linkedin.com/jobs/view/4441555465/,"{""type"": ""new""}"
J6BD2E8E3893ACA,NEW,2026-09-07T18:57:08+00:00,0,Practice Manager - Implementation Services (Remote),Veeva Systems,REVIEW_EMPLOYMENT,1,1,new,https://www.linkedin.com/jobs/view/4444327309/,https://www.linkedin.com/jobs/view/4444327309/,"{""type"": ""new""}"
